Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1_1,Internal,Alert types,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Build,Chipset,GPU,Models,NFC,Charging,SAR,5G,Triple,Dual,Features_1,Performance,Display,Camera,Loudspeaker_1,Battery life,Quad,Audio quality,Triple_1,Keyboard,Languages
b'samsung',b'Samsung Galaxy M40',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m40-m405f.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps'","b'2019, June'","b'Available. Released 2019, June'",b'155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in)',b'168 g (5.93 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'PLS TFT capacitive touchscreen, 16M colors'","b'6.3 inches, 97.4 cm2 (~84.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'","b'microSD, up to 1 TB (uses shared SIM slot)'",,,"b'16 MP, f/2.0'","b'LED flash, panorama, HDR'","b'2160p@30fps, 1080p@30fps'",,b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'FM radio',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,b'Active noise cancellation with dedicated mic Dolby Atmos sound',b'Non-removable Li-Po 3500 mAh battery',,,,"b'Seawater Blue, Midnight Blue, Cocktail Orange'",b'About 200 EUR',,,,"b'128 GB, 6 GB RAM or 64 GB, 4 GB RAM'",,b'Corning Gorilla Glass (unspecified)',,b'0.27 W/kg (head) \xc2\xa0 \xc2\xa0 1.17 W/kg (body)',b'Android 9.0 (Pie); One UI',b'Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver)',,,"b'LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500)'","b'Front glass, plastic body'",b'Qualcomm SDM675 Snapdragon 675 (11 nm)',b'Adreno 612',"b'SM-M405F, SM-M405FN/DS, SM-M405G/DS'",b'Yes',b'Fast battery charging 15W',b'0.20 W/kg (head)',,"b'32 MP, f/1.7, 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 12mm (ultrawide), 1.12\xc2\xb5m, PDAF 5 MP, f/2.2, depth sensor'",,b'HDR',,,,,,,,,,
b'samsung',b'Samsung Galaxy M30',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m30-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA, LTE-A'","b'2019, February'","b'Available. Released 2019, March'",b'159 x 75.1 x 8.5 mm (6.26 x 2.96 x 0.33 in)',b'174 g (6.14 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'6.4 inches, 100.5 cm2 (~84.2% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'","b'microSD, up to 1 TB (dedicated slot)'",,,"b'16 MP, f/2.0'","b'LED flash, panorama, HDR'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'","b'FM radio, RDS, recording'","b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,b'Active noise cancellation with dedicated mic Dolby Atmos sound',b'Non-removable Li-Po 5000 mAh battery',,,,"b'Black, Blue'",b'About 260 EUR',,,,"b'128 GB, 6 GB RAM or 64 GB, 4 GB RAM'",,,,,"b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI'",b'Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53)',,,"b'LTE band 1(2100), 3(1800), 5(850), 8(900), 20(800), 40(2300), 41(2500)'","b'Front glass, plastic body'",b'Exynos 7904 (14 nm)',b'Mali-G71 MP2',"b'SM-M305F, SM-M305FN/DS, SM-M305G/DS'",,b'Fast battery charging 15W',b'0.41 W/kg (head)',,"b'13 MP, f/1.9, PDAF 5 MP, f/2.2, 12mm (ultrawide) 5 MP, f/2.2, depth sensor'",,b'HDR',b'Basemark OS II: 1956 / Basemark OS II 2.0: 1432Basemark X: 12223',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 65dB / Noise 66dB / Ring 70dB',b'Endurance rating 119h',,b'Noise -90.5dB / Crosstalk -90.0dB',,,
b'samsung',b'Samsung Galaxy M20',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m20-m205f.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps'","b'2019, January'","b'Available. Released 2019, February'",b'156.4 x 74.5 x 8.8 mm (6.16 x 2.93 x 0.35 in)',b'186 g (6.56 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'PLS TFT capacitive touchscreen, 16M colors'","b'6.3 inches, 97.4 cm2 (~83.6% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'","b'microSD, up to 1 TB (dedicated slot)'",,,"b'8 MP, f/2.0, 25mm (wide)'","b'LED flash, panorama, HDR'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'","b'FM radio, RDS, recording'","b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,b'Active noise cancellation with dedicated mic Dolby Atmos sound',b'Non-removable Li-Po 5000 mAh battery',,,,"b'Ocean Blue, Charcoal Black'",b'About 230 EUR',,,,"b'64 GB, 4 GB RAM or 32 GB, 3 GB RAM'",,,,b'0.25 W/kg (head) \xc2\xa0 \xc2\xa0 1.59 W/kg (body)',"b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI'",b'Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53)',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)'","b'Front glass, plastic body'",b'Exynos 7904 (14 nm)',b'Mali-G71 MP2',"b'SM-M205F, SM-M205FN, SM-M205G'",,b'Fast battery charging 15W',,,,"b'13 MP, f/1.9, 1/3.1"", 1.12\xc2\xb5m, PDAF 5 MP, f/2.2, 12mm (ultrawide)'",b'HDR',b'Basemark OS II: 2025 / Basemark OS II 2.0: 1846Basemark X: 8434',"b'Contrast ratio: 1333:1 (nominal), 2.960 (sunlight)'",b'Photo / Video',b'Voice 67dB / Noise 66dB / Ring 68dB',b'Endurance rating 103h',,b'Noise -90.5dB / Crosstalk -91.7dB',,,
b'samsung',b'Samsung Galaxy M10',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m10-m105f.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, January'","b'Available. Released 2019, February'",b'155.6 x 75.6 x 7.7 mm (6.13 x 2.98 x 0.30 in)',b'163 g (5.75 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'PLS TFT capacitive touchscreen, 16M colors'","b'6.22 inches, 96.6 cm2 (~82.1% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~270 ppi density)'","b'microSD, up to 1 TB (dedicated slot)'",,,"b'5 MP, f/2.0, 32mm (normal)'","b'LED flash, panorama, HDR'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,b'Active noise cancellation with dedicated mic',b'Non-removable Li-Ion 3400 mAh battery',,,,"b'Ocean Blue, Charcoal Black'",b'About 100 EUR',,,,"b'32 GB, 3 GB RAM or 16 GB, 2 GB RAM'",,,,b'0.24 W/kg (head) \xc2\xa0 \xc2\xa0 1.53 W/kg (body)',"b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI'",b'Octa-core 1.6 GHz Cortex-A53',,,"b'LTE band 1(2100), 3(1800), 5(850), 8(900), 20(800), 38(2600), 40(2300), 41(2500)'","b'Front glass, plastic body'",b'Exynos 7870 Octa (14 nm)',b'Mali-T830 MP1',"b'SM-M105F, SM-M105G, SM-M105Y, SM-M105M'",,,b'0.24 W/kg (head)',,,"b'13 MP, f/1.9, 27mm (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF 5 MP, f/2.2, 12mm (ultrawide)'",b'HDR',b'Basemark OS II: 1184 / Basemark OS II 2.0: 1071Basemark X: 5583',b'Contrast ratio: 1182:1',b'Photo / Video',b'Voice 66dB / Noise 71dB / Ring 80dB',b'Endurance rating 89h',,b'Noise -90.7dB / Crosstalk -94.5dB',,,
b'samsung',b'Samsung Galaxy A80',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a80-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps'","b'2019, April'","b'Available. Released 2019, May'",b'165.2 x 76.5 x 9.3 mm (6.50 x 3.01 x 0.37 in)',b'220 g (7.76 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'6.7 inches, 108.4 cm2 (~85.8% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~393 ppi density)'",b'No',,,,"b'LED flash, panorama, HDR'","b'2160p@30fps, 1080p@30/60fps (gyro-EIS), 720p@480fps'",,"b'2160p@30fps, 1080p@30/60fps (gyro-EIS)'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'FM radio',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (under display), accelerometer, gyro, proximity, compass'",,,,,b'Always-on display',b'Active noise cancellation with dedicated mic Dolby Atmos sound',,,,"b'Angel Gold, Ghost White, Phantom Black'",b'About 650 EUR',,,b'Non-removable Li-Po 3700 mAh battery',"b'128 GB, 8 GB RAM'",,b'Corning Gorilla Glass 3',,b'0.22 W/kg (head) \xc2\xa0 \xc2\xa0 1.43 W/kg (body)',b'Android 9.0 (Pie); One UI',b'Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)',,,"b'LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 20(800), 26(850), 28(700), 38(2600), 40(2300), 41(2500), 66(1700/2100)'","b'Front glass (Gorilla Glass 3), back glass (Gorilla Glass 6), aluminum frame'",b'Qualcomm SDM730 Snapdragon 730 (8 nm)',b'Adreno 618',b'SM-A805F',b'Yes',b'Fast battery charging 25W',,,"b'48 MP, f/2.0, 26mm (wide), 1/2"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 12mm (ultrawide), 1.12\xc2\xb5m TOF 3D camera, f/1.2, 30mm'",,"b'LED flash, HDR'",b'Basemark OS II 2.0: 3268 / Basemark X: 33811',,b'Photo / Video',,b'Endurance rating 80h',,,b'Motorized pop-up rotating main camera module',,
b'samsung',b'Samsung Galaxy A70',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a70.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA, LTE-A'","b'2019, March'","b'Available. Released 2019, April'",b'164.3 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in)',b'183 g (6.46 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'6.7 inches, 108.4 cm2 (~86.0% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~393 ppi density)'","b'microSD, up to 1 TB (dedicated slot)'",,,"b'32 MP, f/2.0, 0.8\xc2\xb5m'","b'LED flash, panorama, HDR'","b'2160p@30fps, 1080p@30/240fps'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'FM radio',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (under display), accelerometer, gyro, proximity, compass'",,,,,b'Active noise cancellation with dedicated mic',b'ANT+',,,,"b'Coral, Blue, Black, White'",b'About 330 EUR',,,b'Non-removable Li-Po 4500 mAh battery',"b'128 GB, 6/8 GB RAM'",,b'Corning Gorilla Glass 3',,b'0.35 W/kg (head) \xc2\xa0 \xc2\xa0 1.48 W/kg (body)',b'Android 9.0 (Pie); One UI',b'Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver)',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)'","b'Front glass, plastic body'",b'Qualcomm SDM675 Snapdragon 675 (11 nm)',b'Adreno 612',"b'SM-A705F, SM-A705FN, SM-A705GM, SM-A705MN, SM-A7050'",b'Yes (market dependent)',b'Fast battery charging 25W',,,"b'32 MP, f/1.7, PDAF 8 MP, f/2.2, 12mm (ultrawide) 5 MP, f/2.2, depth sensor'",,b'HDR',b'Basemark OS II: 2814 / Basemark OS II 2.0: 2737Basemark X: 19341',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 68dB / Noise 69dB / Ring 81dB',b'Endurance rating 103h',,b'Noise -93.5dB / Crosstalk -92.4dB',,,
b'samsung',b'Samsung Galaxy A60',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a60-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps'","b'2019, April'","b'Available. Released 2019, June'",b'155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in)',b'168 g (5.93 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'PLS TFT capacitive touchscreen, 16M colors'","b'6.3 inches, 97.4 cm2 (~84.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'","b'microSD, up to 1 TB (uses shared SIM slot)'",,,"b'16 MP, f/2.0'","b'LED flash, panorama, HDR'","b'2160p@30fps, 1080p@30fps'",,b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'FM radio',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,b'Active noise cancellation with dedicated mic Dolby Atmos sound',b'ANT+',,,,"b'Daybreak Black, Cocktail Orange, Peach Mist'",b'About 290 EUR',,,b'Non-removable Li-Po 3500 mAh battery',"b'128 GB, 6 GB RAM'",,,,b'0.27 W/kg (head) \xc2\xa0 \xc2\xa0 1.17 W/kg (body)',b'Android 9.0 (Pie); One UI',b'Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver)',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)'",,b'Qualcomm SDM675 Snapdragon 675 (11 nm)',b'Adreno 612',"b'SM-A606F, SM-A6060'",b'Yes',b'Fast battery charging 15W',,,"b'32 MP, f/1.7, 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 12mm (ultrawide), 1.12\xc2\xb5m, PDAF 5 MP, f/2.2, depth sensor'",,b'HDR',,,,,,,,,,
b'samsung',b'Samsung Galaxy A50',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a50-sm-a505f-ds.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA, LTE-A'","b'2019, February'","b'Available. Released 2019, March'",b'158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in)',b'166 g (5.86 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'6.4 inches, 100.5 cm2 (~84.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'","b'microSD, up to 1 TB (dedicated slot)'",,,"b'25 MP, f/2.0, 25mm (wide)'","b'LED flash, panorama, HDR'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'FM radio',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (under display), accelerometer, gyro, proximity, compass'",,,,,b'Active noise cancellation with dedicated mic',b'ANT+',,,,"b'Black, White, Blue, Coral'",b'About 250 EUR',,,b'Non-removable Li-Po 4000 mAh battery',"b'128 GB, 4/6 GB RAM or 64 GB, 4 GB RAM'",,b'Corning Gorilla Glass 3',,b'0.27 W/kg (head) \xc2\xa0 \xc2\xa0 1.39 W/kg (body)',b'Android 9.0 (Pie)',b'Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)'","b'Front glass, plastic body'",b'Exynos 9610 (10nm)',b'Mali-G72 MP3',"b'SM-A505F, SM-A505FN, SM-A505GN, SM-A505G, SM-A505FM, SM-A505YN'",b'Yes (market dependent)',b'Fast battery charging 15W',,,"b'25 MP, f/1.7, 26mm (wide), PDAF 8 MP, f/2.2, 13mm (ultrawide) 5 MP, f/2.2, depth sensor'",,b'HDR',b'Basemark OS II: 2292 / Basemark OS II 2.0: 2209Basemark X: 19106',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 68dB / Noise 71dB / Ring 82dB',b'Endurance rating 98h',,b'Noise -93.4dB / Crosstalk -92.3dB',,,
b'samsung',b'Samsung Galaxy A40',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a40.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps'","b'2019, March'","b'Available. Released 2019, April'",b'144.4 x 69.2 x 7.9 mm (5.69 x 2.72 x 0.31 in)',b'140 g (4.94 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.9 inches, 85.5 cm2 (~85.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~437 ppi density)'","b'microSD, up to 1 TB (dedicated slot)'",,,"b'25 MP, f/2.0, 25mm (wide)'","b'LED flash, panorama, HDR'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'FM radio',"b'3.1, Type-C 1.0 reversible connector'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,b'Active noise cancellation with dedicated mic',b'ANT+',,,,"b'Black, White, Blue, Coral'",b'About 220 EUR',,,b'Non-removable Li-Po 3100 mAh battery',"b'64 GB, 4 GB RAM'",,b'Corning Gorilla Glass 3',,b'0.49 W/kg (head) \xc2\xa0 \xc2\xa0 1.34 W/kg (body)',b'Android 9.0 (Pie)',b'Octa-core (2x1.77 GHz Cortex-A73 & 6x1.59 GHz Cortex-A53)',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)'","b'Front glass, plastic body'",b'Exynos 7904 (14 nm)',b'Mali-G71 MP2',"b'SM-A405F, SM-A405FN, SM-A405FM'",b'Yes',b'Fast battery charging 15W',,,,"b'16 MP, f/1.7, 26mm (wide), PDAF 5 MP, f/2.2, 13mm (ultrawide)'",,b'Basemark OS II: 1804 / Basemark OS II 2.0: 1723Basemark X: 12098',b'Contrast ratio: infinite',b'Photo / Video',b'Voice 66dB / Noise 68dB / Ring 73dB',b'Endurance rating 73h',,b'Noise -91.0dB / Crosstalk -85.9dB',,,
b'samsung',b'Samsung Galaxy A30',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a30.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA, LTE-A'","b'2019, February'","b'Available. Released 2019, March'",b'158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in)',b'165 g (5.82 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'6.4 inches, 100.5 cm2 (~84.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'","b'microSD, up to 1 TB (dedicated slot)'",,,"b'16 MP, f/2.0'","b'LED flash, panorama, HDR'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'FM radio',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,,,b'Active noise cancellation with dedicated mic',b'Non-removable Li-Po 4000 mAh battery',,,,"b'Black, Blue, Red'",b'About 230 EUR',,,,"b'64 GB, 4 GB RAM or 32 GB, 3 GB RAM'",,b'Corning Gorilla Glass 3',,b'0.25 W/kg (head) \xc2\xa0 \xc2\xa0 1.17 W/kg (body)',b'Android 9.0 (Pie)',b'Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53)',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)'","b'Front glass, plastic body'",b'Exynos 7904 (14 nm)',b'Mali-G71 MP2',"b'SM-A305F, SM-A305FN, SM-A305G, SM-A305GN, SM-A305YN'",,b'Fast battery charging 15W',,,,"b'16 MP, f/1.7, PDAF 5 MP, f/2.2, 12mm, (ultrawide)'",,b'Basemark OS II: 1772 / Basemark OS II 2.0: 1388Basemark X: 11270',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 65dB / Noise 66dB / Ring 68dB',b'Endurance rating 92h',,b'Noise -93.3dB / Crosstalk -88.9dB',,,
b'samsung',b'Samsung Galaxy A20e',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a20e.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, May'",b'147.4 x 69.7 x 8.4 mm (5.80 x 2.74 x 0.33 in)',b'141 g (4.97 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'PLS TFT capacitive touchscreen, 16M colors'","b'5.8 inches, 82.6 cm2 (~80.4% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~296 ppi density)'","b'microSD, up to 1 TB (dedicated slot)'",,,"b'8 MP, f/2.0'","b'LED flash, panorama, HDR'",b'1080p@30/60fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'FM radio',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,,,b'Active noise cancellation with dedicated mic',b'Non-removable Li-Po 3000 mAh battery',,,,"b'Black, White, Blue, Coral'",b'About 180 EUR',,,,"b'32 GB, 3 GB RAM'",,,,b'0.50 W/kg (head) \xc2\xa0 \xc2\xa0 1.30 W/kg (body)',b'Android 9.0 (Pie); One UI',b'Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53)',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)'","b'Front glass, plastic body'",b'Exynos 7884 (14 nm)',b'Mali-G71 MP2',b'SM-A202F',b'Yes',b'Fast battery charging 15W',,,,"b'13 MP, f/1.9, 28mm (wide), AF 5 MP, f/2.2, 12mm (ultrawide)'",,,,,,,,,,,
